Date,Adj Close
2010-04-20,32.777870178222656
2010-04-21,32.26430892944336
2010-04-22,32.085689544677734
2010-04-23,32.197330474853516
2010-04-26,32.68855667114258
2010-04-27,31.05858612060547
2010-04-28,31.12558364868164
2010-04-29,31.147911071777344
2010-04-30,30.411073684692383
2010-05-03,29.96451187133789
2010-05-04,28.044281005859375
2010-05-05,27.53072738647461
2010-05-06,26.213361740112305
2010-05-07,26.146373748779297
2010-05-10,28.312219619750977
2010-05-11,27.910314559936523
2010-05-12,28.178253173828125
2010-05-13,28.379209518432617
2010-05-14,27.262792587280273
2010-05-17,26.12405014038086
2010-05-18,25.47653579711914
2010-05-19,24.628055572509766
2010-05-20,23.310688018798828
2010-05-21,24.717374801635742
2010-05-24,24.628055572509766
2010-05-25,24.293136596679688
2010-05-26,25.119274139404297
2010-05-27,26.816226959228516
2010-05-28,26.235694885253906
2010-06-01,25.833782196044922
2010-06-02,26.213361740112305
2010-06-03,25.766796112060547
2010-06-04,24.203821182250977
2010-06-07,23.355348587036133
2010-06-08,23.98053741455078
2010-06-09,24.092182159423828
2010-06-10,25.47653579711914
2010-06-11,25.454206466674805
2010-06-14,26.347332000732422
2010-06-15,26.682254791259766
2010-06-16,26.74924087524414
2010-06-17,26.280351638793945
2010-06-18,26.481304168701172
2010-06-21,26.927867889404297
2010-06-22,26.235694885253906
2010-06-23,26.079395294189453
2010-06-24,26.079395294189453
2010-06-25,25.565841674804688
2010-06-28,25.454206466674805
2010-06-29,23.89122200012207
2010-06-30,23.19904899597168
2010-07-01,23.19904899597168
2010-07-02,23.46698760986328
2010-07-06,23.69027328491211
2010-07-07,24.94065284729004
2010-07-08,24.91832160949707
2010-07-09,25.96775245666504
2010-07-12,26.057064056396484
2010-07-13,26.592945098876953
2010-07-14,26.213361740112305
2010-07-15,25.81145477294922
2010-07-16,25.36488914489746
2010-07-19,25.36488914489746
2010-07-20,26.39198875427246
2010-07-21,26.793895721435547
2010-07-22,27.910314559936523
2010-07-23,28.2452335357666
2010-07-26,28.580154418945312
2010-07-27,28.624818801879883
2010-07-28,28.535499572753906
2010-07-29,28.580154418945312
2010-07-30,28.848094940185547
2010-08-02,29.69656753540039
2010-08-03,29.69656753540039
2010-08-04,30.120803833007812
2010-08-05,29.808212280273438
2010-08-06,29.852861404418945
2010-08-09,29.96451187133789
2010-08-10,29.361650466918945
2010-08-11,27.687021255493164
2010-08-12,27.553064346313477
2010-08-13,27.575382232666016
2010-08-16,27.77634620666504
2010-08-17,28.982065200805664
2010-08-18,28.848094940185547
2010-08-19,28.133590698242188
2010-08-20,27.7316837310791
2010-08-23,27.77634620666504
2010-08-24,26.816226959228516
2010-08-25,26.860883712768555
2010-08-26,27.017173767089844
2010-08-27,27.977293014526367
2010-08-30,27.932636260986328
2010-08-31,27.687021255493164
2010-09-01,29.69656753540039
2010-09-02,29.763551712036133
2010-09-03,30.254776000976562
2010-09-07,29.875194549560547
2010-09-08,30.16546058654785
2010-09-09,30.38875389099121
2010-09-10,30.54505157470703
2010-09-13,31.750774383544922
2010-09-14,31.817750930786133
2010-09-15,31.817750930786133
2010-09-16,31.97405433654785
2010-09-17,32.197330474853516
2010-09-20,32.8448486328125
2010-09-21,32.621578216552734
2010-09-22,33.09046173095703
2010-09-23,32.88950729370117
2010-09-24,34.09523391723633
2010-09-27,34.16221618652344
2010-09-28,34.519466400146484
2010-09-29,34.631103515625
2010-09-30,34.40782928466797
2010-10-01,35.300960540771484
2010-10-04,34.720428466796875
2010-10-05,35.90382385253906
2010-10-06,36.77462387084961
2010-10-07,35.9708137512207
2010-10-08,37.02023696899414
2010-10-11,37.154205322265625
2010-10-12,37.17653274536133
2010-10-13,38.51622772216797
2010-10-14,38.42691421508789
2010-10-15,38.2706184387207
2010-10-18,37.779388427734375
2010-10-19,35.9261589050293
2010-10-20,36.88626480102539
2010-10-21,37.04256057739258
2010-10-22,36.930908203125
2010-10-25,38.02500534057617
2010-10-26,37.779388427734375
2010-10-27,36.48435974121094
2010-10-28,36.930908203125
2010-10-29,37.28817367553711
2010-11-01,37.82405090332031
2010-11-02,38.493892669677734
2010-11-03,38.248287200927734
2010-11-04,40.32481384277344
2010-11-05,40.97233581542969
2010-11-08,40.90535354614258
2010-11-09,40.235504150390625
2010-11-10,40.43645477294922
2010-11-11,41.061649322509766
2010-11-12,39.587982177734375
2010-11-15,39.096763610839844
2010-11-16,37.35516357421875
2010-11-17,37.64542770385742
2010-11-18,39.2530632019043
2010-11-19,39.2530632019043
2010-11-22,39.096763610839844
2010-11-23,37.6900749206543
2010-11-24,38.60554504394531
2010-11-26,37.89103698730469
2010-11-29,37.66775894165039
2010-11-30,37.33283233642578
2010-12-01,38.962791442871094
2010-12-02,40.101539611816406
2010-12-03,40.615081787109375
2010-12-06,41.21794891357422
2010-12-07,42.021759033203125
2010-12-08,41.35190963745117
2010-12-09,41.70915985107422
2010-12-10,42.44599151611328
2010-12-13,43.22748565673828
2010-12-14,43.29446792602539
2010-12-15,42.33436584472656
2010-12-16,41.93244552612305
2010-12-17,42.20039749145508
2010-12-20,42.26737976074219
2010-12-21,42.84790802001953
2010-12-22,43.02653503417969
2010-12-23,43.02653503417969
2010-12-27,42.803260803222656
2010-12-28,43.9196662902832
2010-12-29,44.03856658935547
2010-12-30,44.105865478515625
2010-12-31,44.644283294677734
2011-01-03,45.474365234375
2011-01-04,44.48725509643555
2011-01-05,43.97126388549805
2011-01-06,43.522586822509766
2011-01-07,43.029022216796875
2011-01-10,42.8046875
2011-01-11,43.97126388549805
2011-01-12,45.339752197265625
2011-01-13,45.182708740234375
2011-01-14,45.25001907348633
2011-01-18,45.967918395996094
2011-01-19,45.0481071472168
2011-01-20,43.27580261230469
2011-01-21,43.073883056640625
2011-01-24,43.34309768676758
2011-01-25,42.67007064819336
2011-01-26,43.567440032958984
2011-01-27,43.54500961303711
2011-01-28,42.33356475830078
2011-01-31,42.8046875
2011-02-01,44.71159744262695
2011-02-02,45.25001907348633
2011-02-03,45.67627716064453
2011-02-04,45.788448333740234
2011-02-07,46.08009338378906
2011-02-08,45.9903564453125
2011-02-09,44.84620666503906
2011-02-10,44.41994857788086
2011-02-11,44.7564582824707
2011-02-14,45.42949295043945
2011-02-15,44.778900146484375
2011-02-16,45.22758483886719
2011-02-17,44.57699203491211
2011-02-18,43.88153076171875
2011-02-22,41.77269744873047
2011-02-23,41.32402038574219
2011-02-24,41.52592086791992
2011-02-25,42.73737335205078
2011-02-28,43.74692153930664
2011-03-01,43.29823684692383
2011-03-02,43.522586822509766
2011-03-03,44.330204010009766
2011-03-04,43.94882583618164
2011-03-07,42.7822380065918
2011-03-08,42.468162536621094
2011-03-09,41.458621978759766
2011-03-10,39.66387176513672
2011-03-11,40.4266471862793
2011-03-14,40.112552642822266
2011-03-15,39.57413864135742
2011-03-16,38.7889289855957
2011-03-17,40.49394607543945
2011-03-18,41.099666595458984
2011-03-21,41.63809585571289
2011-03-22,41.18940353393555
2011-03-23,42.6027717590332
2011-03-24,43.029022216796875
2011-03-25,42.513031005859375
2011-03-28,42.33356475830078
2011-03-29,42.44573211669922
2011-03-30,43.09632873535156
2011-03-31,43.522586822509766
2011-04-01,43.90395736694336
2011-04-04,45.474365234375
2011-04-05,46.28200149536133
2011-04-06,46.52877426147461
2011-04-07,46.28200149536133
2011-04-08,46.46147537231445
2011-04-11,45.85574722290039
2011-04-12,44.39751434326172
2011-04-13,43.90395736694336
2011-04-14,43.791786193847656
2011-04-15,43.47770690917969
2011-04-18,42.109222412109375
2011-04-19,43.006591796875
2011-04-20,44.30778121948242
2011-04-21,45.02567672729492
2011-04-25,45.451927185058594
2011-04-26,45.182708740234375
2011-04-27,45.182708740234375
2011-04-28,45.182708740234375
2011-04-29,45.65383529663086
2011-05-02,45.362186431884766
2011-05-03,44.1283073425293
2011-05-04,43.25336837768555
2011-05-05,41.88486862182617
2011-05-06,42.26625061035156
2011-05-09,43.20849609375
2011-05-10,43.163631439208984
2011-05-11,41.50348663330078
2011-05-12,41.36888122558594
2011-05-13,41.14453887939453
2011-05-16,41.12211227416992
2011-05-17,41.34645080566406
2011-05-18,42.62520217895508
2011-05-19,42.35599136352539
2011-05-20,42.35599136352539
2011-05-23,41.34645080566406
2011-05-24,41.5707893371582
2011-05-25,42.28868103027344
2011-05-26,42.26625061035156
2011-05-27,42.75980758666992
2011-05-31,43.387969970703125
2011-06-01,42.176517486572266
2011-06-02,42.24382400512695
2011-06-03,41.90729522705078
2011-06-06,40.718292236328125
2011-06-07,41.12211227416992
2011-06-08,40.202293395996094
2011-06-09,41.0547981262207
2011-06-10,39.8209114074707
2011-06-13,39.79848861694336
2011-06-14,40.76314926147461
2011-06-15,39.215187072753906
2011-06-16,38.34024429321289
2011-06-17,38.83380126953125
2011-06-20,38.81137466430664
2011-06-21,40.112552642822266
2011-06-22,39.8209114074707
2011-06-23,39.43953323364258
2011-06-24,39.0805778503418
2011-06-27,39.192745208740234
2011-06-28,40.31446838378906
2011-06-29,41.86244201660156
2011-06-30,42.849544525146484
2011-07-01,43.11875534057617
2011-07-05,43.47770690917969
2011-07-06,43.14118957519531
2011-07-07,44.060997009277344
2011-07-08,43.85908889770508
2011-07-11,42.13164520263672
2011-07-12,42.13164520263672
2011-07-13,43.58988571166992
2011-07-14,43.006591796875
2011-07-15,43.567440032958984
2011-07-18,42.91685485839844
2011-07-19,44.016136169433594
2011-07-20,44.73402404785156
2011-07-21,44.66673278808594
2011-07-22,44.73402404785156
2011-07-25,44.5545539855957
2011-07-26,44.823760986328125
2011-07-27,43.74692153930664
2011-07-28,43.791786193847656
2011-07-29,43.54500961303711
2011-08-01,43.29823684692383
2011-08-02,41.6605224609375
2011-08-03,40.87532424926758
2011-08-04,37.15123748779297
2011-08-05,36.54549789428711
2011-08-08,32.956016540527344
2011-08-09,35.42378616333008
2011-08-10,34.055301666259766
2011-08-11,36.16411590576172
2011-08-12,36.23142623901367
2011-08-15,37.51018142700195
2011-08-16,36.2987174987793
2011-08-17,36.97175598144531
2011-08-18,34.952667236328125
2011-08-19,33.98798751831055
2011-08-22,33.62904357910156
2011-08-23,35.33405303955078
2011-08-24,35.22188186645508
2011-08-25,34.88536834716797
2011-08-26,35.782737731933594
2011-08-29,37.17366409301758
2011-08-30,37.21853256225586
2011-08-31,38.20564651489258
2011-09-01,37.64479064941406
2011-09-02,36.45576858520508
2011-09-06,35.64813232421875
2011-09-07,37.039058685302734
2011-09-08,36.43334197998047
2011-09-09,35.01997375488281
2011-09-12,34.07772445678711
2011-09-13,34.548851013183594
2011-09-14,34.30207824707031
2011-09-15,35.0872688293457
2011-09-16,35.064842224121094
2011-09-19,33.09062576293945
2011-09-20,32.19325256347656
2011-09-21,30.06199073791504
2011-09-22,27.03335189819336
2011-09-23,27.078222274780273
2011-09-26,27.212825775146484
2011-09-27,28.738359451293945
2011-09-28,27.145519256591797
2011-09-29,26.943622589111328
2011-09-30,25.956506729125977
2011-10-03,24.318801879882812
2011-10-04,25.21617317199707
2011-10-05,26.6519718170166
2011-10-06,28.356975555419922
2011-10-07,28.110197067260742
2011-10-10,29.366525650024414
2011-10-11,29.501134872436523
2011-10-12,30.645275115966797
2011-10-13,30.174161911010742
2011-10-14,31.206130981445312
2011-10-17,29.613296508789062
2011-10-18,30.555540084838867
2011-10-19,29.187044143676758
2011-10-20,28.828094482421875
2011-10-21,30.084423065185547
2011-10-24,32.170806884765625
2011-10-25,31.13882827758789
2011-10-26,32.19325256347656
2011-10-27,34.975101470947266
2011-10-28,35.33405303955078
2011-10-31,33.18035125732422
2011-11-01,31.452919006347656
2011-11-02,32.68680191040039
2011-11-03,33.763641357421875
2011-11-04,33.606605529785156
2011-11-07,33.606605529785156
2011-11-08,34.27963638305664
2011-11-09,31.834300994873047
2011-11-10,31.856725692749023
2011-11-11,32.709232330322266
2011-11-14,32.170806884765625
2011-11-15,32.23811721801758
2011-11-16,31.228565216064453
2011-11-17,30.039554595947266
2011-11-18,29.86008071899414
2011-11-21,28.446714401245117
2011-11-22,28.67105484008789
2011-11-23,27.48204231262207
2011-11-25,27.57177734375
2011-11-28,29.00757598876953
2011-11-29,29.658174514770508
2011-11-30,31.722122192382812
2011-12-01,31.722122192382812
2011-12-02,31.430479049682617
2011-12-05,32.125938415527344
2011-12-06,33.24766159057617
2011-12-07,33.4271354675293
2011-12-08,32.036216735839844
2011-12-09,32.88870620727539
2011-12-12,31.497777938842773
2011-12-13,30.555540084838867
2011-12-14,29.635738372802734
2011-12-15,29.56842803955078
2011-12-16,29.92738151550293
2011-12-19,29.3216495513916
2011-12-20,30.533117294311523
2011-12-21,30.735008239746094
2011-12-22,31.11640167236328
2011-12-23,31.408039093017578
2011-12-27,31.04909324645996
2011-12-28,30.079256057739258
2011-12-29,30.703413009643555
2011-12-30,30.823442459106445
2012-01-03,32.431827545166016
2012-01-04,32.67189407348633
2012-01-05,32.28779983520508
2012-01-06,31.975711822509766
2012-01-09,31.80767822265625
2012-01-10,32.81592559814453
2012-01-11,32.81592559814453
2012-01-12,33.68012619018555
2012-01-13,33.39205551147461
2012-01-17,33.96821212768555
2012-01-18,34.97644805908203
2012-01-19,35.36053466796875
2012-01-20,35.216495513916016
2012-01-23,35.52858352661133
2012-01-24,35.168495178222656
2012-01-25,36.20073318481445
2012-01-26,36.46479797363281
2012-01-27,36.536827087402344
2012-01-30,35.50456619262695
2012-01-31,35.91267013549805
2012-02-01,36.68085479736328
2012-02-02,37.11295700073242
2012-02-03,37.881141662597656
